Code,Year,Renewables (% equivalent primary energy)
FRA,2004,5.953116
FRA,2005,5.362479
FRA,2006,5.9662986
FRA,2007,6.631294
FRA,2008,7.6250157
FRA,2009,7.709266
FRA,2010,8.210716
FRA,2011,7.181137
FRA,2012,9.037564
FRA,2013,10.23553
FRA,2014,10.241491
FRA,2015,9.901025
FRA,2016,10.735397
FRA,2017,10.140911
FRA,2018,11.915838
FRA,2019,12.15705
FRA,2020,14.716146
FRA,2021,13.6294365
FRA,2022,14.591658
FRA,2023,16.940176
DEU,1965,1.6145031
DEU,1966,1.7416129
DEU,1967,1.6582536
DEU,1968,1.5761396
DEU,1969,1.185767
DEU,1970,1.5171293
DEU,1971,1.1796807
DEU,1972,1.1219958
DEU,1973,1.213714
DEU,1974,1.4188614
DEU,1975,1.4353293
DEU,1976,1.1208524
DEU,1977,1.3967295
DEU,1978,1.4089609
DEU,1979,1.3454018
DEU,1980,1.4781907
DEU,1981,1.5739785
DEU,1982,1.6178513
DEU,1983,1.4992614
DEU,1984,1.4371842
DEU,1985,1.3216146
DEU,1986,1.4105302
DEU,1987,1.5094992
DEU,1988,1.5009328
DEU,1989,1.3991727
DEU,1990,1.3369406
DEU,1991,1.2709582
DEU,1992,1.520455
DEU,1993,1.5835444
DEU,1994,1.7396334
DEU,1995,1.8891901
DEU,1996,1.6823944
DEU,1997,1.8035166
DEU,1998,1.9705647
DEU,1999,2.2275858
DEU,2000,2.8871114
DEU,2001,2.9411676
DEU,2002,3.5386324
DEU,2003,3.6419902
DEU,2004,4.516598
DEU,2005,5.208511
DEU,2006,6.0263686
DEU,2007,7.6538005
DEU,2008,7.817749
DEU,2009,8.454232
DEU,2010,8.792499
DEU,2011,10.566928
DEU,2012,11.899734
DEU,2013,12.063284
DEU,2014,13.335284
DEU,2015,14.878483
DEU,2016,14.665688
DEU,2017,16.26483
DEU,2018,17.168362
DEU,2019,18.82998
DEU,2020,21.123863
DEU,2021,19.06692
DEU,2022,21.36138
DEU,2023,24.394201
GRC,1982,5.2865105
GRC,1983,3.454517
GRC,1984,4.0465713
GRC,1985,3.7546217
GRC,1986,4.321012
GRC,1987,3.3969667
GRC,1988,2.7383325
GRC,1989,2.0288165
GRC,1990,1.8226942
GRC,1991,3.1458595
GRC,1992,2.2052224
GRC,1993,2.2926166
GRC,1994,2.5512788
GRC,1995,3.3267493
GRC,1996,3.9930205
GRC,1997,3.4682534
GRC,1998,3.1564183
GRC,1999,3.9640613
GRC,2000,3.2847326
GRC,2001,2.296041
GRC,2002,2.7831924
GRC,2003,4.2976427
GRC,2004,4.2918515
GRC,2005,4.6005774
GRC,2006,5.44987
GRC,2007,3.3446171
GRC,2008,4.1339064
GRC,2009,5.996017
GRC,2010,8.131609
GRC,2011,6.3986807
GRC,2012,8.401619
GRC,2013,12.436178
GRC,2014,11.320253
GRC,2015,13.459677
GRC,2016,13.661964
GRC,2017,12.052897
GRC,2018,13.840273
GRC,2019,14.172345
GRC,2020,17.601542
GRC,2021,20.09628
GRC,2022,19.641994
GRC,2023,21.644836
HKG,1995,0.0
HKG,1996,0.0
HKG,1997,0.0
HKG,1998,0.0
HKG,1999,0.0
HKG,2008,0.00080172904
HKG,2009,0.0009937222
HKG,2010,0.05381598
HKG,2011,0.13770953
HKG,2012,0.061687157
HKG,2013,0.1611944
HKG,2014,0.15181382
HKG,2015,0.20598702
HKG,2016,0.20709695
HKG,2017,0.2106131
HKG,2018,0.24167377
HKG,2019,0.25547945
HKG,2020,0.4387561
HKG,2021,0.6320362
HKG,2022,0.9528749
HKG,2023,0.9380849
HUN,1965,0.11989387
HUN,1966,0.15773733
HUN,1967,0.13554126
HUN,1968,0.14179073
HUN,1969,0.14133148
HUN,1970,0.12151648
HUN,1971,0.128392
HUN,1972,0.14248806
HUN,1973,0.12081837
HUN,1974,0.094015844
HUN,1975,0.17870052
HUN,1976,0.16931991
HUN,1977,0.14541946
HUN,1978,0.12593117
HUN,1979,0.13454616
HUN,1980,0.10290331
HUN,1981,0.15593338
HUN,1982,0.14692831
HUN,1983,0.14574319
HUN,1984,0.1656924
HUN,1985,0.13748026
HUN,1986,0.13723414
HUN,1987,0.14415859
HUN,1988,0.14756292
HUN,1989,0.1416178
HUN,1990,0.1796139
HUN,1991,0.21539119
HUN,1992,0.21199435
HUN,1993,0.22068326
HUN,1994,0.2185324
HUN,1995,0.23038746
HUN,1996,0.26405832
HUN,1997,0.28327656
HUN,1998,0.22449638
HUN,1999,0.2566925
HUN,2000,0.261336
HUN,2001,0.26867232
HUN,2002,0.25034344
HUN,2003,0.35918176
HUN,2004,1.0114594
HUN,2005,1.9246767
HUN,2006,1.5934231
HUN,2007,2.089157
HUN,2008,3.1521368
HUN,2009,4.0226183
HUN,2010,4.081326
HUN,2011,3.75528
HUN,2012,3.8991413
HUN,2013,4.2139344
HUN,2014,4.9268494
HUN,2015,4.698194
HUN,2016,4.6759534
HUN,2017,4.5672145
HUN,2018,4.958271
HUN,2019,5.7964964
HUN,2020,7.0143948
HUN,2021,7.9829783
HUN,2022,9.2652645
HUN,2023,10.97823
ISL,2007,74.30169
IND,1965,9.149455
IND,1966,9.270713
IND,1967,10.058605
IND,1968,10.8575325
IND,1969,10.873966
IND,1970,11.78412
IND,1971,12.426771
IND,1972,11.463117
IND,1973,11.957463
IND,1974,10.860853
IND,1975,12.067703
IND,1976,12.0367985
IND,1977,12.415875
IND,1978,14.818278
IND,1979,13.540278
IND,1980,13.453118
IND,1981,12.948172
IND,1982,11.035111
IND,1983,10.110921
IND,1984,10.576084
IND,1985,9.670784
IND,1986,9.167619
IND,1987,8.030696
IND,1988,8.2299185
IND,1989,8.742306
IND,1990,8.54283
IND,1991,9.029866
IND,1992,8.140624
IND,1993,8.035936
IND,1994,8.667226
IND,1995,7.6867676
IND,1996,6.7896338
IND,1997,6.5708995
IND,1998,7.3818192
IND,1999,7.1308775
IND,2000,6.398104
IND,2001,6.0226192
IND,2002,5.529273
IND,2003,5.445053
IND,2004,7.278265
IND,2005,6.731385
IND,2006,7.539817
IND,2007,7.681195
IND,2008,7.093329
IND,2009,6.352798
IND,2010,6.450954
IND,2011,7.426478
IND,2012,6.692072
IND,2013,7.3276463
IND,2014,7.3362403
IND,2015,7.1391196
IND,2016,6.973517
IND,2017,7.4859
IND,2018,7.9542136
IND,2019,8.904294
IND,2020,9.739235
IND,2021,9.488208
IND,2022,10.273168
IND,2023,9.676426
IDN,1965,6.385929
IDN,1966,8.36461
IDN,1967,9.505836
IDN,1968,11.010139
IDN,1969,10.201887
IDN,1970,11.57067
IDN,1971,4.00115
IDN,1972,3.3738363
IDN,1973,3.7743795
IDN,1974,3.9022937
IDN,1975,3.3421185
IDN,1976,1.86724
IDN,1977,2.34783
IDN,1978,1.49063
IDN,1979,1.4562845
IDN,1980,1.2272301
IDN,1981,1.1406815
IDN,1982,1.2204517
IDN,1983,1.7323705
IDN,1984,1.7180939
IDN,1985,1.9808587
IDN,1986,2.9868257
IDN,1987,2.9112308
IDN,1988,3.0289974
IDN,1989,3.4081194
IDN,1990,3.7318628
IDN,1991,3.81247
IDN,1992,4.4085426
IDN,1993,3.8476534
IDN,1994,3.5212233
IDN,1995,3.5392694
IDN,1996,3.5088153
IDN,1997,2.4772785
IDN,1998,4.0149045
IDN,1999,3.852458
IDN,2000,3.733831
IDN,2001,4.1125903
IDN,2002,3.6303015
IDN,2003,3.1624913
IDN,2004,3.3661623
IDN,2005,3.4541986
IDN,2006,3.1702235
IDN,2007,3.31408
IDN,2008,3.5247178
IDN,2009,3.6053057
IDN,2010,4.3475184
IDN,2011,3.431125
IDN,2012,3.5263355
IDN,2013,4.4679456
IDN,2014,4.608102
IDN,2015,3.9044187
IDN,2016,5.6316724
IDN,2017,5.4710994
IDN,2018,7.7867928
IDN,2019,8.279649
IDN,2020,10.217818
IDN,2021,10.79372
IDN,2022,9.899512
IDN,2023,10.446613
IRN,1965,5.2250767
IRN,1966,5.151487
IRN,1967,5.0412226
IRN,1968,4.9317336
IRN,1969,4.837112
IRN,1970,4.4152985
IRN,1971,4.3325543
IRN,1972,5.018947
IRN,1973,3.5577044
IRN,1974,3.4556205
IRN,1975,3.1140482
IRN,1976,3.0952492
IRN,1977,2.8250146
IRN,1978,4.5260034
IRN,1979,3.6342711
IRN,1980,4.064726
IRN,1981,4.4219165
IRN,1982,4.111237
IRN,1983,3.3884645
IRN,1984,2.9317567
IRN,1985,2.7088299
IRN,1986,3.4556096
IRN,1987,3.5734787
IRN,1988,3.6968005
IRN,1989,2.7610445
IRN,1990,2.6902497
IRN,1991,1.8835832
IRN,1992,2.7959177
IRN,1993,3.4577887
IRN,1994,2.021462
IRN,1995,2.326306
IRN,1996,2.2645998
IRN,1997,1.4810697
IRN,1998,1.7921339
IRN,1999,1.1498691
IRN,2000,0.8082891
IRN,2001,0.8181908
IRN,2002,1.4433478
IRN,2003,1.6837656
IRN,2004,1.8843321
IRN,2005,2.1426384
IRN,2006,2.500738
IRN,2007,2.2706358
IRN,2008,0.9233144
IRN,2009,0.8159316
IRN,2010,1.1913837
IRN,2011,1.1921026
IRN,2012,1.3767738
IRN,2013,1.5277675
IRN,2014,1.444072
IRN,2015,1.320366
IRN,2016,1.4484855
IRN,2017,1.5695099
IRN,2018,0.92631114
IRN,2019,2.8355055
IRN,2020,1.9334664
IRN,2021,1.2263017
IRN,2022,1.2014121
IRN,2023,1.8229214
IRQ,2017,1.0475221
IRQ,2018,0.98314315
IRQ,2019,2.2004015
IRL,1979,2.3525975
IRL,1980,2.4656003
IRL,1981,2.5970182
IRL,1982,2.4390516
IRL,1983,2.4031906
IRL,1984,2.1390052
IRL,1985,2.487561
IRL,1986,2.5271845
IRL,1987,1.8662728
IRL,1988,2.3837883
IRL,1989,1.8510282
IRL,1990,1.7483125
IRL,1991,1.8013103
IRL,1992,1.9758353
IRL,1993,1.8359721
IRL,1994,2.120603
IRL,1995,1.6132627
IRL,1996,1.6042329
IRL,1997,1.6546531
IRL,1998,2.2191892
IRL,1999,2.0208225
IRL,2000,2.034373
IRL,2001,1.6607853
IRL,2002,2.2350235
IRL,2003,1.8804967
IRL,2004,2.2461925
IRL,2005,2.8786287
IRL,2006,3.6557345
IRL,2007,4.1544456
IRL,2008,5.4890666
IRL,2009,7.0551596
IRL,2010,6.468354
IRL,2011,9.50042
IRL,2012,9.308356
IRL,2013,10.137973
IRL,2014,11.478303
IRL,2015,13.121304
IRL,2016,11.98258
IRL,2017,14.191961
IRL,2018,15.6791315
IRL,2019,18.009615
IRL,2020,21.518867
IRL,2021,18.387724
IRL,2022,20.03623
IRL,2023,22.302807
ISR,1980,0.0
ISR,1981,0.006281023
ISR,1982,0.0058126245
ISR,1983,0.0029045169
ISR,1984,0.005582296
ISR,1985,0.006019132
ISR,1986,0.017166344
ISR,1987,0.026679432
ISR,1988,0.024892602
ISR,1989,0.00713814
ISR,1990,0.0068695177
ISR,1991,0.013514825
ISR,1992,0.055975646
ISR,1993,0.04621226
ISR,1994,0.039183754
ISR,1995,0.03786965
ISR,1996,0.035081003
ISR,1997,0.033417907
ISR,1998,0.03175548
ISR,1999,0.040444262
ISR,2000,0.04031588
ISR,2001,0.0258593
ISR,2002,0.09087086
ISR,2003,0.10240744
ISR,2004,0.09672579
ISR,2005,0.119960636
ISR,2006,0.0694792
ISR,2007,0.061499506
ISR,2008,0.070539854
ISR,2009,0.1537155
ISR,2010,0.23017603
ISR,2011,0.368569
ISR,2012,0.52630293
ISR,2013,0.6158397
ISR,2014,1.0545208
ISR,2015,1.3535545
ISR,2016,1.8459212
ISR,2017,1.8471863
ISR,2018,1.9937472
ISR,2019,3.0705597
ISR,2020,4.2514257
ISR,2021,5.162033
ISR,2022,5.6662054
ISR,2023,7.0659175
ITA,1965,14.399825
ITA,1966,13.789761
ITA,1967,12.396454
ITA,1968,11.592197
ITA,1969,10.465505
ITA,1970,9.408058
ITA,1971,8.673787
ITA,1972,8.623178
ITA,1973,7.571964
ITA,1974,7.7026577
ITA,1975,8.419505
ITA,1976,7.6167636
ITA,1977,9.689525
ITA,1978,8.498705
ITA,1979,8.319645
ITA,1980,8.439496
ITA,1981,8.140426
ITA,1982,8.032729
ITA,1983,8.177463
ITA,1984,8.236615
ITA,1985,7.919222
ITA,1986,7.745234
ITA,1987,7.2850204
ITA,1988,7.320364
ITA,1989,6.0404835
ITA,1990,5.5439982
ITA,1991,7.0200934
ITA,1992,7.082338
ITA,1993,7.147924
ITA,1994,7.6455235
ITA,1995,6.312267
ITA,1996,7.0418596
ITA,1997,6.921144
ITA,1998,6.806154
ITA,1999,7.312841
ITA,2000,7.155644
ITA,2001,7.6085052
ITA,2002,6.7783756
ITA,2003,6.33908
ITA,2004,7.220356
ITA,2005,6.4335437
ITA,2006,6.729988
ITA,2007,6.431969
ITA,2008,8.19532
ITA,2009,10.585501
ITA,2010,11.430808
ITA,2011,12.443046
ITA,2012,14.165738
ITA,2013,17.610695
ITA,2014,19.739758
ITA,2015,17.510365
ITA,2016,17.231768
ITA,2017,16.370815
ITA,2018,17.727497
ITA,2019,17.864973
ITA,2020,20.03473
ITA,2021,18.57917
ITA,2022,16.526909
ITA,2023,19.27818
JPN,1965,12.279377
JPN,1966,11.286734
JPN,1967,8.691781
JPN,1968,8.453349
JPN,1969,7.437604
JPN,1970,6.541671
JPN,1971,6.9699736
JPN,1972,6.579958
JPN,1973,4.7081666
JPN,1974,5.8826437
JPN,1975,5.997585
JPN,1976,5.766711
JPN,1977,5.070976
JPN,1978,4.7853446
JPN,1979,5.4248686
JPN,1980,6.1456776
JPN,1981,6.199062
JPN,1982,6.6420836
JPN,1983,6.726596
JPN,1984,5.7186503
JPN,1985,6.3615613
JPN,1986,6.313782
JPN,1987,5.7358527
JPN,1988,6.444453
JPN,1989,6.4262824
JPN,1990,5.6428037
JPN,1991,5.8870516
JPN,1992,5.0480127
JPN,1993,5.6211276
JPN,1994,4.068079
JPN,1995,4.6962857
JPN,1996,4.5733137
JPN,1997,4.994817
JPN,1998,5.194057
JPN,1999,4.8818135
JPN,2000,4.8190794
JPN,2001,4.7145886
JPN,2002,4.7228813
JPN,2003,5.3383565
JPN,2004,5.2529583
JPN,2005,4.7229195
JPN,2006,5.2366915
JPN,2007,4.6928535
JPN,2008,4.7652874
JPN,2009,4.9600253
JPN,2010,5.649895
JPN,2011,5.6971593
JPN,2012,5.6249747
JPN,2013,6.106115
JPN,2014,6.918495
JPN,2015,8.037719
JPN,2016,7.962104
JPN,2017,8.4127655
JPN,2018,9.054853
JPN,2019,9.284181
JPN,2020,10.928532
JPN,2021,11.268134
JPN,2022,11.606308
JPN,2023,12.584244
KAZ,1985,1.9355252
KAZ,1986,1.7365297
KAZ,1987,2.035726
KAZ,1988,2.3956878
KAZ,1989,2.5382574
KAZ,1990,2.5343888
KAZ,1991,2.4798365
KAZ,1992,2.3956668
KAZ,1993,3.0152721
KAZ,1994,4.0728307
KAZ,1995,4.114585
KAZ,1996,4.1591706
KAZ,1997,4.181545
KAZ,1998,4.193706
KAZ,1999,4.455529
KAZ,2000,6.022824
KAZ,2001,5.7042646
KAZ,2002,6.120414
KAZ,2003,5.382556
KAZ,2004,4.7320495
KAZ,2005,4.457741
KAZ,2006,4.067664
KAZ,2007,3.8324938
KAZ,2008,3.2989428
KAZ,2009,3.3763013
KAZ,2010,3.642986
KAZ,2011,3.1336143
KAZ,2012,2.8702004
KAZ,2013,2.8818953
KAZ,2014,2.9155889
KAZ,2015,4.0009217
KAZ,2016,4.511002
KAZ,2017,4.0515256
KAZ,2018,3.6561053
KAZ,2019,3.662659
KAZ,2020,4.258704
KAZ,2021,4.0059314
KAZ,2022,4.228879
KAZ,2023,4.5201697
LVA,1985,8.286784
LVA,1986,8.983882
LVA,1987,12.136782
LVA,1988,10.432146
LVA,1989,12.539953
LVA,1990,15.375505
LVA,1991,12.153858
LVA,1992,13.070239
LVA,1993,17.300793
LVA,1994,20.521252
LVA,1995,19.48626
LVA,1996,13.271263
LVA,1997,20.91794
LVA,1998,28.085598
LVA,1999,21.138712
LVA,2000,22.118181
LVA,2001,20.512127
LVA,2002,17.687971
LVA,2003,16.751476
LVA,2004,20.242414
LVA,2005,20.919247
LVA,2006,17.916225
LVA,2007,17.48977
LVA,2008,19.600128
LVA,2009,22.801994
LVA,2010,20.99727
LVA,2011,19.912294
LVA,2012,25.260374
LVA,2013,22.860985
LVA,2014,19.858122
LVA,2015,19.562021
LVA,2016,22.235506
LVA,2017,30.942255
LVA,2018,23.44276
LVA,2019,20.844694
LVA,2020,26.025894
LVA,2021,25.3048
LVA,2022,27.408604
LVA,2023,31.915909
LTU,1985,0.6436672
LTU,1986,0.68190074
LTU,1987,0.6134985
LTU,1988,0.6201881
LTU,1989,0.57254976
LTU,1990,0.62437946
LTU,1991,0.4838643
LTU,1992,0.70010686
LTU,1993,1.1237099
LTU,1994,1.5000483
LTU,1995,1.1099585
LTU,1996,0.8900921
LTU,1997,0.86853534
LTU,1998,1.1434216
LTU,1999,1.388375
LTU,2000,1.2781199
LTU,2001,1.0654709
LTU,2002,1.0652573
LTU,2003,0.9441184
LTU,2004,1.2040868
LTU,2005,1.4377186
LTU,2006,1.641714
LTU,2007,2.2996328
LTU,2008,2.485153
LTU,2009,2.8316357
LTU,2010,4.697627
LTU,2011,5.3255224
LTU,2012,5.892642
LTU,2013,7.8772025
LTU,2014,8.20071
LTU,2015,8.635307
LTU,2016,9.8842945
LTU,2017,11.358492
LTU,2018,9.914701
LTU,2019,10.875838
LTU,2020,11.799221
LTU,2021,12.441872
LTU,2022,14.903523
LTU,2023,17.464674
LUX,1965,0.61123115
LUX,1966,0.57401025
LUX,1967,0.6577615
LUX,1968,0.621158
LUX,1969,0.50225776
LUX,1970,0.53466296
LUX,1971,0.31431046
LUX,1972,0.35941938
LUX,1973,0.2993406
LUX,1974,0.43540335
LUX,1975,0.45285672
LUX,1976,0.2848827
LUX,1977,0.69326395
LUX,1978,0.65441746
LUX,1979,0.69214594
LUX,1980,0.77743924
LUX,1981,0.99061763
LUX,1982,0.9594649
LUX,1983,1.0039246
LUX,1984,1.0007659
LUX,1985,0.81546617
LUX,1986,0.9784457
LUX,1987,1.2274541
LUX,1988,1.1297147
LUX,1989,0.762681
LUX,1990,0.66460145
LUX,1991,0.7338108
LUX,1992,0.6107495
LUX,1993,0.6041136
LUX,1994,0.77528113
LUX,1995,0.9501822
LUX,1996,0.6496766
LUX,1997,0.90258384
LUX,1998,1.294618
LUX,1999,1.0463189
LUX,2000,1.3703701
LUX,2001,1.2522314
LUX,2002,1.0301425
LUX,2003,0.91741097
LUX,2004,1.1120354
LUX,2005,1.1679211
LUX,2006,1.3908709
LUX,2007,2.5581582
LUX,2008,2.6651092
LUX,2009,2.6304793
LUX,2010,2.5002356
LUX,2011,2.5544233
LUX,2012,2.9861996
LUX,2013,3.662436
LUX,2014,4.3592978
LUX,2015,5.030449
LUX,2016,5.4342875
LUX,2017,6.6963987
LUX,2018,7.1412535
LUX,2019,7.9173098
LUX,2020,10.869298
LUX,2021,10.174548
LUX,2022,11.169679
LUX,2023,11.749724
MYS,1970,8.029954
MYS,1971,6.2558084
MYS,1972,6.1961737
MYS,1973,5.646239
MYS,1974,5.05663
MYS,1975,4.8979263
MYS,1976,4.1376095
MYS,1977,2.8693047
MYS,1978,2.5391793
MYS,1979,2.6952229
MYS,1980,3.2901187
MYS,1981,3.5273147
MYS,1982,3.1702034
MYS,1983,3.213416
MYS,1984,5.8833213
MYS,1985,6.482968
MYS,1986,6.458532
MYS,1987,7.5484753
MYS,1988,8.279656
MYS,1989,6.8369017
MYS,1990,4.9409094
MYS,1991,4.358415
MYS,1992,3.7214782
MYS,1993,4.18968
MYS,1994,5.2703333
MYS,1995,4.6203046
MYS,1996,3.450362
MYS,1997,2.393924
MYS,1998,2.660114
MYS,1999,4.2179785
MYS,2000,3.6815305
MYS,2001,3.1404243
MYS,2002,2.5936084
MYS,2003,2.2531736
MYS,2004,2.3196447
MYS,2005,2.2862406
MYS,2006,2.3766863
MYS,2007,2.1808863
MYS,2008,2.6779194
MYS,2009,2.6289935
MYS,2010,2.3300166
MYS,2011,2.8877702
MYS,2012,3.0349357
MYS,2013,3.5195735
MYS,2014,3.8796122
MYS,2015,4.0509195
MYS,2016,5.2360177
MYS,2017,6.6614723
MYS,2018,6.67183
MYS,2019,6.7743883
MYS,2020,7.542022
MYS,2021,7.909985
MYS,2022,7.8370423
MYS,2023,7.88792
MEX,1965,8.934724
MEX,1966,9.63311
MEX,1967,10.29133
MEX,1968,10.842833
MEX,1969,10.4753
MEX,1970,10.981713
MEX,1971,10.142723
MEX,1972,9.780027
MEX,1973,9.648298
MEX,1974,9.094654
MEX,1975,7.7844524
MEX,1976,8.30845
MEX,1977,8.738277
MEX,1978,6.597964
MEX,1979,6.7473707
MEX,1980,5.803557
MEX,1981,7.5373635
MEX,1982,6.8430977
MEX,1983,6.308686
MEX,1984,6.831296
MEX,1985,7.82051
MEX,1986,6.596592
MEX,1987,6.1185946
MEX,1988,6.7846136
MEX,1989,7.2933807
MEX,1990,6.590639
MEX,1991,6.1577377
MEX,1992,7.0486536
MEX,1993,7.037548
MEX,1994,5.314392
MEX,1995,6.955266
MEX,1996,7.4756436
MEX,1997,6.27008
MEX,1998,5.741135
MEX,1999,7.147567
MEX,2000,6.909237
MEX,2001,6.096993
MEX,2002,5.278122
MEX,2003,4.487341
MEX,2004,5.093596
MEX,2005,5.106224
MEX,2006,5.299336
MEX,2007,4.9202223
MEX,2008,6.2076354
MEX,2009,4.631896
MEX,2010,6.1123457
MEX,2011,5.743796
MEX,2012,5.3235054
MEX,2013,4.936131
MEX,2014,6.612726
MEX,2015,5.9951878
MEX,2016,5.9304824
MEX,2017,6.0061207
MEX,2018,6.582444
MEX,2019,6.9041133
MEX,2020,9.102366
MEX,2021,10.009288
MEX,2022,9.688393
MEX,2023,8.60977
MAR,1965,20.195011
MAR,1966,13.327539
MAR,1967,11.18483
MAR,1968,11.826925
MAR,1969,13.944498
MAR,1970,13.103196
MAR,1971,13.923879
MAR,1972,13.526379
MAR,1973,9.094625
MAR,1974,9.542439
MAR,1975,7.134391
MAR,1976,6.466088
MAR,1977,7.88484
MAR,1978,7.7057586
MAR,1979,7.719043
MAR,1980,7.3711247
MAR,1981,5.1364617
MAR,1982,2.7842176
MAR,1983,2.2804005
MAR,1984,1.7123275
MAR,1985,2.2006679
MAR,1986,2.8153405
MAR,1987,3.5068126
MAR,1988,3.7663102
MAR,1989,4.231739
MAR,1990,4.359246
MAR,1991,4.3259
MAR,1992,3.0396225
MAR,1993,1.382297
MAR,1994,2.3779473
MAR,1995,1.7634826
MAR,1996,5.4025164
MAR,1997,5.5313864
MAR,1998,4.6007285
MAR,1999,2.0588021
MAR,2000,1.9685844
MAR,2001,2.4725895
MAR,2002,2.324444
MAR,2003,3.6562476
MAR,2004,3.472617
MAR,2005,2.0785131
MAR,2006,2.0145028
MAR,2007,2.0458596
MAR,2008,1.8940095
MAR,2009,4.7016606
MAR,2010,5.875152
MAR,2011,3.6347337
MAR,2012,3.1035633
MAR,2013,5.0947366
MAR,2014,4.4455295
MAR,2015,5.377317
MAR,2016,5.5828094
MAR,2017,5.275795
MAR,2018,7.0946255
MAR,2019,7.536463
MAR,2020,7.5576315
MAR,2021,7.5325413
MAR,2022,6.983913
MAR,2023,8.444775
NLD,1965,0.0
NLD,1966,0.0
NLD,1967,0.0
NLD,1968,0.0
NLD,1969,0.0
NLD,1970,0.0
NLD,1971,0.0
NLD,1972,0.0
NLD,1973,0.0
NLD,1974,0.0
NLD,1975,0.3115215
NLD,1976,0.31017715
NLD,1977,0.31403568
NLD,1978,0.42992026
NLD,1979,0.38009283
NLD,1980,0.37478045
NLD,1981,0.41875726
NLD,1982,0.11066413
NLD,1983,0.09600716
NLD,1984,0.0068058204
NLD,1985,0.17216216
NLD,1986,0.20577051
NLD,1987,0.2552429
NLD,1988,0.30741832
NLD,1989,0.34333685
NLD,1990,0.28062096
NLD,1991,0.31914797
NLD,1992,0.34000123
NLD,1993,0.3742888
NLD,1994,0.42665815
NLD,1995,0.45612139
NLD,1996,0.56391287
NLD,1997,0.63600326
NLD,1998,0.7268235
NLD,1999,0.79479086
NLD,2000,0.9258587
NLD,2001,0.98837644
NLD,2002,1.1863465
NLD,2003,1.1635092
NLD,2004,1.5031251
NLD,2005,2.0780501
NLD,2006,2.315084
NLD,2007,2.4174242
NLD,2008,2.913216
NLD,2009,3.4302776
NLD,2010,3.1363819
NLD,2011,3.6624486
NLD,2012,3.7893713
NLD,2013,3.7412922
NLD,2014,3.7868385
NLD,2015,4.1951375
NLD,2016,4.3173294
NLD,2017,5.008647
NLD,2018,5.737525
NLD,2019,6.986749
NLD,2020,10.121376
NLD,2021,11.943982
NLD,2022,15.030195
NLD,2023,17.788414
NZL,1970,38.82334
NZL,1971,41.630173
NZL,1972,41.191326
NZL,1973,39.168327
NZL,1974,40.95153
NZL,1975,43.82888
NZL,1976,39.66771
NZL,1977,36.97633
NZL,1978,39.497875
NZL,1979,44.850327
NZL,1980,46.991554
NZL,1981,47.48469
NZL,1982,43.100174
NZL,1983,44.462418
NZL,1984,43.45358
NZL,1985,41.613804
NZL,1986,42.98595
NZL,1987,42.211864
NZL,1988,42.28657
NZL,1989,41.45156
NZL,1990,41.426918
NZL,1991,40.412006
NZL,1992,37.46697
NZL,1993,40.20715
NZL,1994,41.244785
NZL,1995,42.02623
NZL,1996,39.501213
NZL,1997,35.65875
NZL,1998,38.80477
NZL,1999,35.58187
NZL,2000,36.38399
NZL,2001,32.670124
NZL,2002,35.151485
NZL,2003,34.32088
NZL,2004,38.005898
NZL,2005,34.67214
NZL,2006,34.872375
NZL,2007,35.475273
NZL,2008,34.49207
NZL,2009,37.96705
NZL,2010,38.80251
NZL,2011,39.607246
NZL,2012,36.96346
NZL,2013,36.980663
NZL,2014,37.562542
NZL,2015,38.143597
NZL,2016,38.860992
NZL,2017,37.031902
NZL,2018,38.040825
NZL,2019,36.802734
NZL,2020,39.0924
NZL,2021,40.126682
NZL,2022,43.18354
NZL,2023,42.266953
MKD,1997,8.866941
MKD,1998,9.439984
MKD,1999,12.636176
MKD,2000,11.215343
MKD,2001,6.3362017
MKD,2002,7.790694
MKD,2003,12.461908
MKD,2004,13.524395
MKD,2005,13.111359
MKD,2006,14.148089
MKD,2007,8.686331
MKD,2008,7.4698954
MKD,2009,11.460457
MKD,2010,19.919964
MKD,2011,11.718409
MKD,2012,9.136693
MKD,2013,14.4492035
MKD,2014,12.526905
MKD,2015,18.581673
MKD,2016,18.150696
MKD,2017,11.816665
MKD,2018,17.191957
MKD,2019,11.507518
MKD,2020,14.104891
MKD,2021,15.087525
MKD,2022,13.533761
MKD,2023,16.805178
NOR,1977,64.26859
NOR,1978,64.17826
NOR,1979,65.86465
NOR,1980,65.25247
NOR,1981,68.59787
NOR,1982,69.16161
NOR,1983,71.88228
NOR,1984,71.13632
NOR,1985,69.52918
NOR,1986,66.9773
NOR,1987,68.43145
NOR,1988,69.97984
NOR,1989,71.44203
NOR,1990,72.811485
NOR,1991,71.46894
NOR,1992,72.294014
NOR,1993,72.03018
NOR,1994,69.63217
NOR,1995,70.73711
NOR,1996,65.946396
NOR,1997,66.40924
NOR,1998,67.28694
NOR,1999,68.50685
NOR,2000,72.06707
NOR,2001,68.34191
NOR,2002,69.676445
NOR,2003,64.09445
NOR,2004,64.82211
NOR,2005,70.054535
NOR,2006,67.06134
NOR,2007,68.991585
NOR,2008,70.4043
NOR,2009,68.66158
NOR,2010,65.90388
NOR,2011,66.96795
NOR,2012,70.38137
NOR,2013,68.14793
NOR,2014,69.13617
NOR,2015,68.88783
NOR,2016,70.25825
NOR,2017,70.08075
